,01,02,03,04,05,019,032,036,037,038,0250,P3,P4,P42,P45,P75,1,13,18,22,33,69,79,343,362,372,Es
20:33,-1,γραμματεισ και οι αρχιερεισ,γραμματεισ και οι αρχιερεισ,και εζητουν οι γραμματεισ και οι φαρισαιοι επιβα επ αυτον τασ χειρασ εν αυτη τη ωρα και εφο τον λαον εγνωσαν γαρ οτι προσ αυτουσ την παραβολην ταυτην ειπεν ,αρχιερεισ και οι γραμματεισ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,γραμματεισ και οι αρχιερεισ,και εζητησαν οι γραμ και οι αρχιερεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τη ω και εφοβηθησαν τον λαον εγνωσαν γαρ ο προσ αυτουσ ειπεν την παραβολην ταυτην ,αρχιερεισ και οι γραμματεισ,αρχιερεισ και οι γραμματεισ,γραμματεισ και οι αρχιερεισ,και εζητησαν οι αρχιερεισ και οι πρεσβυτεροι και οι γραμματεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τη ωρα και εφοβηθησαν τον λαον εγνωσαν γαρ οτι προσ αυτουσ ειπε την παραβολην ταυτην ,-1,αρχιερεισ και οι γραμματεισ,-1,αρχιερεισ και οι γραμματεισ,αρχιερεισ και οι γραμματεισ
20:34,-1,τασ χειρασ,τασ χειρασ,τασ χειρασ,τασ χειρασ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,τασ χειρασ,τασ χειρασ,τασ χειρασ,τασ χειρασ,τασ χειρασ,τασ χειρασ,-1,τασ χειρασ,-1,τασ χειρασ,τασ χειρασ
20:35,-1,τον λαον,τον λαον,τον λαον,τον λαον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,τον λαον,τον λαον,,,τον λαον,τον λαον,-1,τον λαον,-1,τον λαον,τον λαον
20:36,-1,τον λαον,τον λαον,τον λαον,τον λαον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,τον λαον,τον λαον,και εζητησαν οι αρχιερεισ και οι γραμματεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τη ωρα και εφοβηθησαν εγνωσαν γαρ οτι προσ αυτουσ την παραβολην ταυτην ειπε ,οχλον,τον λαον,τον λαον,-1,τον λαον,-1,τον λαον,τον λαον
20:37,-1,την παραβολην ταυτην ειπε,και εζητη οι γραμματεισ και οι αρχιερεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τη ωρα και ε τον λαον εγνωσαν γαρ οτι προσ αυτουσ ειπεν ειπε την πα ταυτην ,την παραβολην ταυτην ειπε,και εζητουν οι αρχιερεισ και οι γραμματεισ επιβαλιν επ αυτον τασ χειρασ αυτη τη ωρα εφοβηθησαν δε τον λαον εγνωσαν γαρ οτι προσ αυτουσ ειρηκεν την παραβολην ταυτην ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,και εζητησαν οι γραμματεισ και οι αρχιερεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τηι ωραι και εφοβηθησαν τον λαον ε γαρ οτι προσ αυτουσ την παρα ταυτην ειπεν ,και εζητησαν οι γραμ και οι αρχιερεισ επιβαλειν επ αυτον τασ χειρασ εν αυτη τη ω και εφοβηθησαν τον λαον εγνωσαν γαρ ο προσ αυτουσ ειπεν την παραβολην ταυτην ,την παραβολην ταυτην ειπε,και εζητησαν οι αρχιερεισ και οι γραμματεισ επιβαλειν επ αυτον τασ χειρασ εν αυτηι τηι ωραι και εφοβη τον οχλον εγνωσαν γαρ οτι προσ αυτουσ την παραβολην τ ειπεν ,την παραβολην ταυτην ειπε,ειπε την παραβολην ταυτην,-1,και εζητησαν οι αρχιερεισ και οι γραμματεισ επι επ αυτον τασ χειρασ εν αυτη τη ωρα και εφοβηθησαν τον λαον εγνωσαν γαρ οτι προσ αυτουσ την πα ταυτην ειπεν ,-1,την παραβολην ταυτην ειπε,την παραβολην ταυτην ειπε
20:38,-1,ημασ,ημασ,ημιν,εξεστιν ημειν φορον διδοναι καισαρι η ου ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ημιν,ημασ,ημιν,ημιν,ημασ,ημασ,-1,ημιν,-1,ημασ,ημιν
20:39,-1,φορον,φορον,φορον,φορον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,φορον,εξεστιν ημασ καισαρι φο δουναι η ου ,φορον,φορον,φορον,φορον,-1,εξεστιν ημιν καισαρι φο δουναι η ου ,-1,φορον,φορον
20:40,-1,δουναι,δουναι,δουναι,εξεστιν ημειν φορον διδοναι καισαρι η ου ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,δουναι,δουναι,δουναι,δουναι,εξεστιν ημασ καισαρι φορον δου η ου ,δουναι,-1,δουναι,-1,δουναι,δουναι
20:41,-1,αυτουσ,αυτουσ,αυτουσ,αυτουσ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,αυτουσ,αυτουσ,αυτουσ,αυτουσ,αυτουσ,αυτουσ,-1,αυτουσ,-1,αυτουσ,αυτουσ
20:42,-1,διξατε μοι δηναριον τινοσ εχει εικονα και επιγραφην απο δε ειπον καισαροσ ,δειξατε,επιδειξατε,δειξατε,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,επιδειξατε,δειξατε,επιδειξατε,επιδειξατε,δειξατε,δειξετε μοι δηναριον οι δε εδειξαν και ειπε τινοσ εχει εικονα και επιγραφην αποκριθεντοσ δε ειπον ειπα καισαροσ ,-1,επιδειξα μοι δηναριον τινοσ εχει εικονα και επιγραφην αποκριθεντεσ δε ειπον καισαροσ ,-1,επιδειξατε,επιδειξατε
20:43,-1,δηναριον,δηναριον,δηναριον,δειξατε μοι το νομισμα τινοσ εχει εικονα και την επιγραφην αποκριθεντεσ ειπον καισαροσ ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,επιδειξατε μοι δη οι δε εδειξαν και ειπεν τινοσ εχει εικονα και επιγραφην αποκριθεντεσ ειπον καισαροσ ,δειξατε μοι δηναρι οι δε εδειξαν και ει τινοσ εχει εικονα και επιγραφην απο δε ειπον και ,δηναριον,δηναριον οι δε εδειξαν και ειπε,δηναριον οι δε εδειξαν και ειπε,δηναριον οι δε εδειξαν και ειπε,-1,δηναριον,-1,δηναριον,δηναριον
20:44,-1,δε,δε,δε,δε,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,δε,δε,δε,δε,δε,δε,-1,δε,-1,δε,δε
20:45,-1,αυτοισ,προσ αυτουσ,ο δε ειπεν αυ αποδοτε τοινυν τα καισαροσ τω καισαρι και τα του θεου τω θεω ,αυτοισ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,προσ αυτουσ,προσ αυτουσ,αυτοισ,αυτοισ,αυτοισ,προσ αυτουσ,-1,αυτοισ,-1,αυτοισ,αυτοισ
20:46,-1,ο δε ειπεν αυτοισ αποδοτε τοι τα καισαροσ καισαρι και τα του θεου τω θεω ,τοινυν αποδοτε,αποδοτε τοινυν,ειπεν δε αυτοισ αποδοτε τα του καισαροσ τω καισαρι και τα του θεου τω θεω ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,αποδοτε τοινυν,ο δε ειπεν προσ αυτουσ τοινυν αποδο καισαροσ τω καισα και τα του θεου τω θεω ,αποδοτε τοινυν,αποδοτε τοινυν,αποδοτε τοινυν,τοινυν αποδοτε,-1,ο δε ειπεν αυτοισ αποδο τοινυν τα καισαροσ καισαρι και τα του θεου τω θεω ,-1,αποδοτε τοινυν,αποδοτε τοινυν
20:47,-1,καισαροσ,ο δε ειπεν ειπε προσ αυτουσ τοινυν αποδοτε τα και καισαρι και τα του θεου τω θεω ,καισαροσ τω,καισαροσ τω,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,καισαροσ,καισαροσ τω,καισαροσ,καισαροσ,καισαροσ,καισαροσ,-1,καισαροσ,-1,καισαροσ,καισαροσ
20:48,-1,αντιλεγοντεσ,προσελ δε τινεσ των σαδδουκαιων οι λεγον αναστασιν μη ειναι επηρωτων αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λε αναστασιν μη ειναι επηρωτησαν αυτον ,λεγοντεσ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,λεγοντεσ,αντιλεγοντεσ,αντιλεγοντεσ,λεγοντεσ,λεγοντεσ,αντιλεγοντεσ,-1,αντιλεγοντεσ,-1,λεγοντεσ,αντιλεγοντεσ
20:49,-1,προσελθοντεσ δε τεινεσ των σαδδουκαιων οι αντιλεγοντεσ αναστασιν μη ειναι επηρω αυτον ,προσελ δε τινεσ των σαδδουκαιων οι λεγον αναστασιν μη ειναι επηρωτων αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λε αναστασιν μη ειναι επηρωτησαν αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι αντιλεγοντεσ αναστα μη ειναι επηρω αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι αντιλεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον ,προσελθοντεσ δε τινεσ των σαδδου οι λεγοντεσ αναστασιν μη ειναι επηρωτη αυτο ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον ,επηρωτουν,-1,προ δε τινεσ των σαδδουκαι οι αντιλεγοντεσ αναστασιν μη ει επηρωτησαν αυτον ,-1,προσελθοντεσ δε τινεσ των σαδδουκαιων οι λεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον ,προσελθοντεσ δε τινεσ των σαδδουκαιων οι αντιλεγοντεσ αναστασιν μη ειναι επηρωτησαν αυτον
20:50,-1,μωσησ,λε διδασκαλε μω εγραψεν ημιν ε τινοσ αδελφοσ απο εχων γυναικα και ουτοσ ατεκνοσ η ινα λαβη ο αδελφοσ αυ την γυναικα και ε σπερμα τω αδελφω αυτου ,-1,μωυσησ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,μωσησ,μωυσησ,μωσησ,μωσησ,μωυσησ,λεγοντεσ διδασκαλε μω εγραψεν ημιν εαν τινοσ αδελφοσ αποθανη εχων γυναικα και ουτοσ ατεκνοσ αποθανει ινα λα ο αδελφοσ αυτου την γυναικα και εξαναστησει σπερμα τω αδελφω αυτου ,-1,μωσησ,-1,μωσησ,μωσησ
20:51,-1,αποθανη,η,-1,αποθανη,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,αποθανη,αποθανη,αποθανη,αποθανη,αποθανη,αποθανη,-1,αποθανη,-1,αποθανη,αποθανη
20:52,-1,η,η,-1,η,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,η,η,η,η,η,η,-1,η,-1,η,η
20:53,-1,ησαν,ησαν,-1,ησαν,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ησαν,ησαν,ησαν,ησαν,ησαν,ησαν,-1,ησαν,-1,ησαν,ησαν
20:54,-1,ωσαυτωσ,και ο τρι ελαβεν αυτην ωσ δε και οι επτα ου κατελιπον τεκνα και απεθαναν απεθανον ,-1,ωσαυτωσ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ωσαυτωσ,ωσαυτωσ,ωσαυτωσ,ωσαυτωσ,ωσαυτωσ,ωσαυτωσ,-1,ωσαυτωσ,-1,ωσαυτωσ,ωσαυτωσ
20:55,-1,επτα,επτα,-1,επτα,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,επτα και,επτα και,επτα,επτα,επτα,επτα και,-1,επτα και,-1,επτα,επτα
20:56,-1,και απεθανον,,-1,και απεθανον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,και απεθανον,και απεθανον,και απεθανον,και απεθανον,και απεθανον,-1,και απεθανον,-1,και απεθανον,και απεθανον
20:57,-1,υστερον,υστερον,-1,υστερον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,υστερον,υστερον παντων,υστερον,υστερον,υστερον,υστερον παντων,-1,υστε δε παντων απεθανε και η γυ ,-1,υστερον,υστερον
20:58,-1,υστερον δε παντων,υστερον και η γυνη απεθανεν ,-1,υστερον και η γυνη απεθανεν ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,δε,υστερον παντων απε και η γυνη ,υστερον δε παντων,υστερον δε παντων,υστερον δε παντων,υστερον παντων απεθανε και η γυνη ,-1,δε,-1,υστερον δε παντων,υστερον δε παντων
20:59,-1,εν τη ουν αναστα τινοσ αυτων γεινεται γυ οι γαρ επτα εσχον αυτην γυναικα ,η γυνη ουν εν τη ανα τινοσ αυτων γεινεται γινεται γυνη οι γαρ επτα εσχον αυτην γυ ,-1,εν τη ουν αναστασει τινοσ αυτων εσται γυνη οι γαρ επτα εχον αυτην γυναικα ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,εν τη αναστασει ουν,εν τη ουν αναστασει τινοσ αυ γυνεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,εν τη ουν αναστασει τινοσ αυτων γινεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,εν τηι ουν αναστασει τινοσ αυτων εσται γυνη οι γαρ επτα εσχον αυτην γυναικα ,εν τη ουν αναστασει τινοσ αυτων εσται γυνη οι γαρ επτα εσχον αυτην γυναικα ,εν τη ουν αναστασει τινοσ αυτων γινεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,-1,εν τη ουν αναστασει τινοσ αυτων γινεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,-1,εν τη ουν αναστασει τινοσ αυτων γινεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,εν τη ουν αναστασει τινοσ αυτων γινεται γυνη οι γαρ επτα εσχον αυτην γυναικα
20:60,-1,εν τη ουν αναστα τινοσ αυτων γεινεται γυ οι γαρ επτα εσχον αυτην γυναικα ,γινεται,-1,εσται,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,εσται,εν τη ουν αναστασει τινοσ αυ γυνεται γυνη οι γαρ επτα εσχον αυτην γυναικα ,γινεται,εσται,εσται,γινεται,-1,γινεται,-1,γινεται,γινεται
20:61,-1,και αποκριθεισ ειπεν αυτοισ ο ισ οι υιοι του αι τουτου γαμουσιν και εκ ,γαμισκονται,-1,και ειπεν προσ αυτουσ οι υιοι του αιωνοσ τουτου γεννωνται και γεννωσιν γαμουσιν και γαμουνται ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,και αποκριθεισ ειπεν αυτοισ ο ισ οι υιοι του αιωνοσ τουτου γαμουσι και γα ,και αποκρι ειπεν αυτοισ ο ισ οι υιοι του αιωνοσ τουτου γαμουσιν και εκγαμι ,γαμισκονται,και αποκριθεισ ειπεν αυτοισ ο ισ οι υιοι του αιωνοσ τουτου γαμουσι και εκγαμισκον ,γαμισκονται,και αποκριθεισ ειπεν αυτοισ ο ιησουσ οι υιοι του αιωνοσ τουτου γαμουσι και εκ ,-1,εκγαμιζονται,-1,γαμισκονται,γαμισκονται
20:62,-1,οι δε καταξιωθεντεσ του αιωνοσ εκεινου τυχειν και τησ αναστασεωσ τησ εκ νε ουτε γαμουσιν ουτε εκ ,οι δε κα του αιω εκεινου τυχειν και τησ αναστασεωσ τησ εκ νεκρων ουτε γα ουτε γαμισκον ,-1,γαμιζονται,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,οι δε καταξιωθεντεσ του αι εκεινου τυχειν και τησ αναστασεωσ τησ εκ νεκρων ουτε γαμουσιν ουτε γαμι ,εκγαμιζονται,εκγαμιζονται,οι δε καταξιωθεντεσ του αιωνοσ εκεινου τυχειν και τησ ανσε τησ εκ νεκρων ουτε γαμουσιν ου εκγαμι ,γαμιζονται,εκγαμιζονται,-1,οι δε καταξι του αιωνοσ εκεινου τυχειν και τησ αναστασεωσ των νεκρων ου γαμουσιν ουτε εκγαμισκονται ,-1,γαμιζονται,οι δε καταξιωθεντεσ του αιωνοσ εκεινου τυχειν και τησ αναστα σεωσ τησ εκ νεκρων ουτε γαμουσιν ουτε εκγαμισκονται
20:63,-1,ετι,ετι,-1,ετι,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,ετι,ετι,ετι,ετι,ετι,-1,ετι,-1,ετι,ετι
20:64,-1,εισι,εισι,-1,εισι,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,εισι,εισι,εισι,εισι,εισι,εισι,-1,εισι,-1,εισι,εισι
20:65,-1,μωσησ,οτι δε εγει οι νεκροι και μω εμηνυσεν επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και θεον ισαακ και θεον ιακωβ ,-1,μωυσησ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,μωσησ,οτι δε εγειρον οι νεκροι και μω εμυνησεν επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και τον θεον ισαακ και τον ιακωβ ,μωυσησ,μωυσησ,μωυσησ,μωσησ,-1,μωσησ,-1,μωσησ,μωσησ
20:66,-1,εμηνυσεν,εμηνυσεν,-1,οτι δε εγειρονται οι νεκροι μωυσησ εδηλωσεν επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και θεον ισακ και θεον ιακωβ ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,εμνημονευσεν,οτι δε εγειρον οι νεκροι και μω εμυνησεν επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και τον θεον ισαακ και τον ιακωβ ,οτι δε εγειρονται οι νεκροι και μωυσησ ε επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και τον θεον ισαακ και τον θεον ιακωβ ,οτι δε εγειρονται οι νε και μωυσησ εμη επι τησ βατου ωσ λεγει κυριον τον θεον αβρααμ και τον θεον ισαακ και τον θεον ιακωβ ,εμηνυσεν,εμηνυσεν,-1,εμηνυσεν,-1,εμηνυσεν,εμηνυσεν
20:67,-1,ειπασ,ειπασ,-1,ειπασ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,λεγεισ,ειπασ,ειπασ,ειπασ,ειπασ,ειπασ,-1,ειπασ,-1,ειπασ,ειπασ
20:68,-1,επερωταν,επερωταν,-1,επερωταν,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,επερωτησαι,επερωταν,επερωταν,επερωταν,επερωταν,επερωταν,-1,επερωτησαι,-1,επερωταν,επερωταν
20:69,-1,ουδεν,ουδεν,-1,ουδεν,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ουδε εν,ουδεν,ουδεν,ουδεν,ουδεν,ουδεν,-1,ουδεν,-1,ουδεν,ουδεν
20:70,-1,λεγουσιν,ειπεν ειπε δε προσ αυτουσ πωσ λε λε τον χριστον ειναι δαυιδ υιον ,-1,λεγουσιν,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ειπεν δε προσ αυτουσ πωσ λεγουσι τον χριστον υν δαδ ειναι ,λεγουσιν,ειπε δε προσ αυτουσ πωσ λεγουσι τον χριστον υιον δαδ ειναι ,ειπεν δε προσ αυτουσ πωσ λεγ τον χριστον υιον δαδ ειναι ,λεγουσιν,λεγουσιν,-1,ει δε προσ αυτουσ πωσ λεγουσι τον χριστον υν δαδ ειναι ,-1,λεγουσιν,λεγουσιν
20:71,-1,ειπεν δε προσ αυτουσ πωσ λεγουσιν τινεσ τον χριστον υιον δαδ ειναι ,ειπεν ειπε δε προσ αυτουσ πωσ λε λε τον χριστον ειναι δαυιδ υιον ,-1,ειπεν δε προσ αυτουσ πωσ λεγουσιν τον χρν υιον δαυειδ ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ειπεν δε προσ αυτουσ πωσ λεγουσι τον χριστον υν δαδ ειναι ,ει δε προσ αυτουσ πωσ λεγουσιν οι γραμματεισ οτι ο χσ υιοσ δαδ εστιν ,ειπε δε προσ αυτουσ πωσ λεγουσι τον χριστον υιον δαδ ειναι ,ειπεν δε προσ αυτουσ πωσ λεγ τον χριστον υιον δαδ ειναι ,ειπεν δε προσ αυτουσ πωσ λεγουσιν τον χριστον υν δαδ ειναι ,ειπε δε προσ αυτουσ πωσ λεγουσιν οι γραμματεισ οτι ο χσ υιοσ δαδ εστιν ,-1,ει δε προσ αυτουσ πωσ λεγουσι τον χριστον υν δαδ ειναι ,-1,ειπε δε προσ αυτουσ πωσ λεγουσιν τον χριστον υιον δαυιδ ειναι ,ειπεν δε προσ αυτουσ πωσ λεγουσιν τον χριστον υιον δαβιδ ειναι
20:72,-1,και αυτοσ,αυτοσ γαρ,-1,και αυτοσ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,αυτοσ γαρ,και αυτοσ,και αυτοσ,και αυτοσ,αυτοσ γαρ,και αυτοσ,-1,και αυτοσ,-1,και αυτοσ,και αυτοσ
20:73,-1,βιβλω,βιβλω,-1,και αυτοσ δαυειδ λεγει εν τη βυβλω των ψαλμων λεγει κυριοσ τω κυριω μου καθου εκ δεξιων μου ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,βιβλω,βιβλω των,βιβλω,βιβλω,βιβλω,βιβλω των,-1,βιβλω,-1,βιβλω,βιβλω
20:74,-1,αυτον κυριον,δαυειδ ουν αυ κυριον καλει και πωσ αυ υιοσ εστιν ,-1,κυριον αυτον,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,κυριον αυτον,κυριον αυτον,κυριον αυτον,κυριον αυτον,αυτον κυριον,κυριον αυτον,-1,κυριον αυτον,-1,κυριον αυτον,κυριον αυτον
20:75,-1,αυτου υιοσ,δαυειδ ουν αυ κυριον καλει και πωσ αυ υιοσ εστιν ,-1,υιοσ αυτου,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,δαδ ουν κυριον αυτον καλει και πωσ αυτου υσ εστιν ,υιοσ αυτου,υιοσ αυτου,δαδ ουν κυριον αυτον καλει και πωσ υσ αυτου εστιν ,δαδ ουν αυτον κυριον καλει και πωσ υσ αυτου εστιν ,δαδ ουν κυριον αυτον καλει και πωσ υιοσ αυ εστιν ,-1,δαδ ουν κυριον αυτον καλει και πωσ αυ υσ εστιν ,-1,αυτου υιοσ,υιοσ αυτου
20:76,-1,εν στολαισ περιπατειν,περιπατειν εν στολαισ,-1,περιπατειν εν στολαισ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,εν στολαισ περιπατειν,εν στολαισ περιπατειν,περιπατειν εν στολαισ,περιπατειν εν στολαισ,εν στολαισ περιπατειν,εν στολαισ περιπατειν,-1,εν στολαισ περιπατειν,-1,περιπατειν εν στολαισ,περιπατειν εν στολαισ
20:77,-1,κατεσθιουσι,κατεσθιουσι,-1,οι κατεσθοντεσ τασ οικιασ των χηρων προφασει μακρα προσευχομενοι ουτοι λημψονται περισσοτερον κριμα ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,κατεσθιουσι,κατεσθιουσι,οι κατε τασ οικιασ των χηρων και προφασει μακρα προσευ ουτοι ληψονται περισσοτερον κριμα ,οι κατεσθι τασ οικιασ των χηρων και προφα μακρα προσευχονται ουτοι ληψον περισσοτερον κριμα ,κατεσθιουσι,κατεσθιουσι,-1,κατεσθιουσι,-1,κατεσθιουσι,κατεσθιουσι
20:78,-1,προσευχονται,οι κατεσθιουσιν κατεσθιουσι τασ οικιασ των χηρων και προφασει μακρα προσ ουτοι λημ λη περισσοτερον κριμα ,-1,προσευχομενοι,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,προσευχονται,οι κατεσθιουσι τασ οικιασ των χηρων και προφα μακραν προσευχο ουτοι ληψονται περισσοτερον κριμα ,οι κατε τασ οικιασ των χηρων και προφασει μακρα προσευ ουτοι ληψονται περισσοτερον κριμα ,προσευχονται,προσευχονται,προσευχομενοι,-1,προσευχονται,-1,προσευχονται,προσευχονται
